# freq,|S21|,Phase
6.805000000000000000e+07,9.671600000000000197e-01,4.319819999999999993e+01
6.820000000000000000e+07,9.667879999999999807e-01,4.307260000000000133e+01
6.835000000000000000e+07,9.676479999999999526e-01,4.304919999999999902e+01
6.850000000000000000e+07,9.668780000000000152e-01,4.296779999999999688e+01
6.865000000000000000e+07,9.680299999999999461e-01,4.285110000000000241e+01
6.880000000000000000e+07,9.672629999999999839e-01,4.275690000000000168e+01
6.895000000000000000e+07,9.667580000000000062e-01,4.258229999999999649e+01
6.910000000000000000e+07,9.676190000000000069e-01,4.249240000000000350e+01
6.925000000000000000e+07,9.667489999999999695e-01,4.243900000000000006e+01
6.940000000000000000e+07,9.679290000000000393e-01,4.235860000000000269e+01
6.955000000000000000e+07,9.673319999999999697e-01,4.226180000000000092e+01
6.970000000000000000e+07,9.678870000000000529e-01,4.212859999999999872e+01
6.985000000000000000e+07,9.662450000000000205e-01,4.205720000000000169e+01
7.000000000000000000e+07,9.663220000000000143e-01,4.201100000000000279e+01
